x,y
nan,nan
2.749999999999999667e-01,4.999999999999999584e-02
2.892857142857142572e-01,4.999999999999999584e-02
3.035714285714285476e-01,5.000000000000000278e-02
3.178571428571428381e-01,4.999999999999999584e-02
3.321428571428570731e-01,4.999999999999999584e-02
3.464285714285714191e-01,4.999999999999999584e-02
3.607142857142856540e-01,4.999999999999998890e-02
3.750000000000000000e-01,4.999999999999999584e-02
3.892857142857142350e-01,4.999999999999999584e-02
4.035714285714285809e-01,4.999999999999998890e-02
4.178571428571428714e-01,4.999999999999999584e-02
4.321428571428571064e-01,4.999999999999999584e-02
4.464285714285713969e-01,4.999999999999999584e-02
4.607142857142856873e-01,4.999999999999999584e-02
4.749999999999999778e-01,4.999999999999999584e-02
nan,nan
4.749999999999999778e-01,2.999999999999999889e-01
4.749999999999999778e-01,2.861111111111110938e-01
4.749999999999999223e-01,2.722222222222221988e-01
4.749999999999999778e-01,2.583333333333333037e-01
4.749999999999999778e-01,2.444444444444444364e-01
4.749999999999999778e-01,2.305555555555555414e-01
4.750000000000000333e-01,2.166666666666666741e-01
4.749999999999999778e-01,2.027777777777777790e-01
4.749999999999999778e-01,1.888888888888888840e-01
4.749999999999999778e-01,1.749999999999999889e-01
4.749999999999999778e-01,1.611111111111110938e-01
4.749999999999999778e-01,1.472222222222222265e-01
4.749999999999999778e-01,1.333333333333333315e-01
4.749999999999999778e-01,1.194444444444444364e-01
4.749999999999999778e-01,1.055555555555555691e-01
4.749999999999999778e-01,9.166666666666667407e-02
4.749999999999999778e-01,7.777777777777777901e-02
4.749999999999999778e-01,6.388888888888888395e-02
4.749999999999999778e-01,4.999999999999999584e-02
nan,nan
5.499999999999999334e-01,0.000000000000000000e+00
5.499999999999999334e-01,1.428571428571428353e-02
5.499999999999999334e-01,2.857142857142856707e-02
5.499999999999999334e-01,4.285714285714286448e-02
5.499999999999999334e-01,5.714285714285713413e-02
5.499999999999998224e-01,7.142857142857142461e-02
5.499999999999998224e-01,8.571428571428572896e-02
5.499999999999999334e-01,9.999999999999999167e-02
5.499999999999999334e-01,1.142857142857142683e-01
5.499999999999999334e-01,1.285714285714285587e-01
5.499999999999999334e-01,1.428571428571428492e-01
5.499999999999999334e-01,1.571428571428571397e-01
5.499999999999999334e-01,1.714285714285714579e-01
5.499999999999999334e-01,1.857142857142857206e-01
5.499999999999999334e-01,1.999999999999999833e-01
5.499999999999999334e-01,2.142857142857142738e-01
5.499999999999999334e-01,2.285714285714285365e-01
5.499999999999999334e-01,2.428571428571428548e-01
5.499999999999999334e-01,2.571428571428571175e-01
5.499999999999999334e-01,2.714285714285714080e-01
5.499999999999999334e-01,2.857142857142856984e-01
5.499999999999999334e-01,2.999999999999999889e-01
nan,nan
5.499999999999999334e-01,2.999999999999999889e-01
5.637944173824158689e-01,2.999999999999999889e-01
5.775888347648316934e-01,2.999999999999999889e-01
5.913832521472477399e-01,2.999999999999999889e-01
6.051776695296635644e-01,2.999999999999999889e-01
6.189720869120796110e-01,2.999999999999999889e-01
6.327665042944954354e-01,2.999999999999999889e-01
6.465609216769113710e-01,2.999999999999999889e-01
6.603553390593273065e-01,2.999999999999999889e-01
6.741497564417431310e-01,2.999999999999999889e-01
6.879441738241591775e-01,2.999999999999999889e-01
7.012293696318805392e-01,2.987706303681194608e-01
7.109834957055044535e-01,2.890165042944955465e-01
7.207376217791283679e-01,2.792623782208716321e-01
7.304917478527521713e-01,2.695082521472477177e-01
7.402458739263759746e-01,2.597541260736238589e-01
7.499999999999998890e-01,2.499999999999999722e-01
7.402458739263759746e-01,2.402458739263760579e-01
7.304917478527521713e-01,2.304917478527521990e-01
7.207376217791283679e-01,2.207376217791283124e-01
7.109834957055044535e-01,2.109834957055044535e-01
7.012293696318805392e-01,2.012293696318805392e-01
6.879441738241591775e-01,1.999999999999999833e-01
6.741497564417432420e-01,1.999999999999999833e-01
6.603553390593273065e-01,1.999999999999999556e-01
6.465609216769112599e-01,1.999999999999999556e-01
6.327665042944954354e-01,1.999999999999999833e-01
6.189720869120796110e-01,1.999999999999999833e-01
6.051776695296635644e-01,1.999999999999999556e-01
5.913832521472477399e-01,1.999999999999999833e-01
5.775888347648318044e-01,1.999999999999999833e-01
5.637944173824158689e-01,1.999999999999999833e-01
5.499999999999999334e-01,1.999999999999999833e-01
nan,nan
5.499999999999999334e-01,1.999999999999999833e-01
5.638825988778796150e-01,1.999999999999999556e-01
5.777651977557594076e-01,1.999999999999999833e-01
5.916477966336392003e-01,2.000000000000000111e-01
6.055303955115188819e-01,1.999999999999999833e-01
6.194129943893985635e-01,1.999999999999999556e-01
6.332955932672783561e-01,1.999999999999999833e-01
6.471781921451580377e-01,1.999999999999999556e-01
6.610607910230378303e-01,1.999999999999999833e-01
6.749433899009175120e-01,1.999999999999999833e-01
6.888259887787971936e-01,1.999999999999999833e-01
7.019152606994744081e-01,1.980847393005254753e-01
7.117317405065159974e-01,1.882682594934839693e-01
7.215482203135574757e-01,1.784517796864424355e-01
7.313647001205989540e-01,1.686352998794009572e-01
7.411811799276404322e-01,1.588188200723594234e-01
7.490023402653178675e-01,1.490023402653178897e-01
7.391858604582762782e-01,1.391858604582763836e-01
7.293693806512347999e-01,1.293693806512348499e-01
7.195529008441932106e-01,1.195529008441933161e-01
7.097364210371517323e-01,1.097364210371517962e-01
6.998867798018351127e-01,1.000000000000000056e-01
6.860041809239553201e-01,1.000000000000000056e-01
6.721215820460755275e-01,9.999999999999999167e-02
6.582389831681958459e-01,9.999999999999999167e-02
6.443563842903161643e-01,9.999999999999999167e-02
6.304737854124364826e-01,9.999999999999999167e-02
6.165911865345565790e-01,9.999999999999999167e-02
6.027085876566768974e-01,9.999999999999999167e-02
5.888259887787972158e-01,9.999999999999999167e-02
5.749433899009175342e-01,9.999999999999999167e-02
5.610607910230377415e-01,9.999999999999999167e-02
5.499999999999999334e-01,9.717819214515806270e-02
5.499999999999999334e-01,8.329559326727832558e-02
5.499999999999999334e-01,6.941299438939860234e-02
5.500000000000000444e-01,5.553039551151887909e-02
5.499999999999999334e-01,4.164779663363914197e-02
5.499999999999999334e-01,2.776519775575946036e-02
5.499999999999999334e-01,1.388259887787967987e-02
5.499999999999999334e-01,0.000000000000000000e+00
nan,nan
8.249999999999999556e-01,2.999999999999999889e-01
8.249999999999998446e-01,2.861111111111110938e-01
8.249999999999999556e-01,2.722222222222221988e-01
8.249999999999999556e-01,2.583333333333333037e-01
8.249999999999999556e-01,2.444444444444444364e-01
8.249999999999999556e-01,2.305555555555555414e-01
8.249999999999999556e-01,2.166666666666666741e-01
8.249999999999999556e-01,2.027777777777777790e-01
8.249999999999999556e-01,1.888888888888888840e-01
8.249999999999999556e-01,1.749999999999999889e-01
8.249999999999999556e-01,1.611111111111110938e-01
8.249999999999999556e-01,1.472222222222222265e-01
8.249999999999999556e-01,1.333333333333333315e-01
8.249999999999999556e-01,1.194444444444444364e-01
8.249999999999999556e-01,1.055555555555555691e-01
8.249999999999999556e-01,9.166666666666667407e-02
8.249999999999999556e-01,7.777777777777777901e-02
8.249999999999999556e-01,6.388888888888888395e-02
8.249999999999999556e-01,4.999999999999999584e-02
nan,nan
8.249999999999999556e-01,4.999999999999999584e-02
8.392857142857141906e-01,4.999999999999999584e-02
8.535714285714286476e-01,5.000000000000000278e-02
8.678571428571427715e-01,4.999999999999999584e-02
8.821428571428571175e-01,4.999999999999999584e-02
8.964285714285713524e-01,4.999999999999999584e-02
9.107142857142855874e-01,4.999999999999998890e-02
9.249999999999999334e-01,4.999999999999999584e-02
9.392857142857142794e-01,4.999999999999999584e-02
9.535714285714285143e-01,5.000000000000000278e-02
9.678571428571427493e-01,4.999999999999999584e-02
9.821428571428570953e-01,5.000000000000000278e-02
9.964285714285713302e-01,4.999999999999999584e-02
1.010714285714285676e+00,4.999999999999999584e-02
1.024999999999999911e+00,4.999999999999999584e-02
nan,nan
1.024999999999999911e+00,2.999999999999999889e-01
1.024999999999999911e+00,2.852941176470588092e-01
1.024999999999999911e+00,2.705882352941176294e-01
1.024999999999999911e+00,2.558823529411764497e-01
1.024999999999999911e+00,2.411764705882352422e-01
1.024999999999999911e+00,2.264705882352940902e-01
1.024999999999999911e+00,2.117647058823529382e-01
1.024999999999999911e+00,1.970588235294117863e-01
1.024999999999999911e+00,1.823529411764705788e-01
1.024999999999999911e+00,1.676470588235293990e-01
1.024999999999999911e+00,1.529411764705882193e-01
1.024999999999999911e+00,1.382352941176470396e-01
1.024999999999999911e+00,1.235294117647058876e-01
1.024999999999999911e+00,1.088235294117647078e-01
1.024999999999999911e+00,9.411764705882352811e-02
1.024999999999999911e+00,7.941176470588234837e-02
1.024999999999999911e+00,6.470588235294116863e-02
1.024999999999999911e+00,4.999999999999999584e-02
nan,nan
1.099999999999999867e+00,0.000000000000000000e+00
1.099999999999999867e+00,1.428571428571428353e-02
1.099999999999999867e+00,2.857142857142856707e-02
1.099999999999999867e+00,4.285714285714286448e-02
1.099999999999999867e+00,5.714285714285713413e-02
1.099999999999999645e+00,7.142857142857142461e-02
1.099999999999999645e+00,8.571428571428572896e-02
1.099999999999999867e+00,9.999999999999999167e-02
1.099999999999999867e+00,1.142857142857142683e-01
1.099999999999999867e+00,1.285714285714285587e-01
1.099999999999999867e+00,1.428571428571428492e-01
1.099999999999999867e+00,1.571428571428571397e-01
1.099999999999999867e+00,1.714285714285714579e-01
1.099999999999999867e+00,1.857142857142857206e-01
1.099999999999999867e+00,1.999999999999999833e-01
1.099999999999999867e+00,2.142857142857142738e-01
1.099999999999999867e+00,2.285714285714285365e-01
1.099999999999999867e+00,2.428571428571428548e-01
1.099999999999999867e+00,2.571428571428571175e-01
1.099999999999999867e+00,2.714285714285714080e-01
1.099999999999999867e+00,2.857142857142856984e-01
1.099999999999999867e+00,2.999999999999999889e-01
nan,nan
1.099999999999999867e+00,2.999999999999999889e-01
1.113794417382415691e+00,2.999999999999999889e-01
1.127588834764831738e+00,2.999999999999999889e-01
1.141383252147247562e+00,2.999999999999999889e-01
1.155177669529663387e+00,2.999999999999999334e-01
1.168972086912079433e+00,2.999999999999999889e-01
1.182766504294495480e+00,2.999999999999999889e-01
1.196560921676911304e+00,2.999999999999999889e-01
1.210355339059327129e+00,2.999999999999999889e-01
1.224149756441743175e+00,2.999999999999999889e-01
1.237944173824159000e+00,2.999999999999999889e-01
1.251229369631880584e+00,2.987706303681195164e-01
1.260983495705504387e+00,2.890165042944956020e-01
1.270737621779128190e+00,2.792623782208716876e-01
1.280491747852751994e+00,2.695082521472477732e-01
1.290245873926376019e+00,2.597541260736239144e-01
1.299999999999999822e+00,2.500000000000000000e-01
1.290245873926375797e+00,2.402458739263760579e-01
1.280491747852751994e+00,2.304917478527521713e-01
1.270737621779128190e+00,2.207376217791282846e-01
1.260983495705504387e+00,2.109834957055043980e-01
1.251229369631880584e+00,2.012293696318804559e-01
1.237944173824159000e+00,1.999999999999999833e-01
1.224149756441743175e+00,1.999999999999999833e-01
1.210355339059327351e+00,2.000000000000000111e-01
1.196560921676911304e+00,1.999999999999999833e-01
1.182766504294495480e+00,1.999999999999999833e-01
1.168972086912079433e+00,1.999999999999999833e-01
1.155177669529663609e+00,1.999999999999999833e-01
1.141383252147247562e+00,1.999999999999999833e-01
1.127588834764831738e+00,1.999999999999999833e-01
1.113794417382415691e+00,1.999999999999999833e-01
1.099999999999999867e+00,1.999999999999999833e-01
nan,nan
1.099999999999999867e+00,1.999999999999999833e-01
1.109999999999999876e+00,1.899999999999999745e-01
1.119999999999999885e+00,1.799999999999999933e-01
1.129999999999999893e+00,1.699999999999999845e-01
1.139999999999999902e+00,1.600000000000000033e-01
1.149999999999999911e+00,1.499999999999999944e-01
1.159999999999999920e+00,1.399999999999999856e-01
1.169999999999999929e+00,1.299999999999999767e-01
1.179999999999999938e+00,1.200000000000000094e-01
1.189999999999999947e+00,1.100000000000000006e-01
1.199999999999999734e+00,9.999999999999999167e-02
1.209999999999999964e+00,8.999999999999998279e-02
1.219999999999999751e+00,8.000000000000000167e-02
1.229999999999999760e+00,6.999999999999999278e-02
1.239999999999999769e+00,5.999999999999998390e-02
1.249999999999999778e+00,4.999999999999999584e-02
1.259999999999999787e+00,4.000000000000000777e-02
1.269999999999999796e+00,3.000000000000000236e-02
1.279999999999999805e+00,2.000000000000001776e-02
1.289999999999999813e+00,1.000000000000000888e-02
1.299999999999999822e+00,0.000000000000000000e+00
nan,nan
1.374999999999999778e+00,0.000000000000000000e+00
1.374999999999999778e+00,1.428571428571428353e-02
1.374999999999999778e+00,2.857142857142856707e-02
1.374999999999999778e+00,4.285714285714286448e-02
1.374999999999999778e+00,5.714285714285713413e-02
1.374999999999999778e+00,7.142857142857142461e-02
1.374999999999999778e+00,8.571428571428572896e-02
1.375000000000000000e+00,9.999999999999999167e-02
1.374999999999999778e+00,1.142857142857142683e-01
1.374999999999999778e+00,1.285714285714285587e-01
1.374999999999999778e+00,1.428571428571428492e-01
1.374999999999999778e+00,1.571428571428571397e-01
1.374999999999999778e+00,1.714285714285714579e-01
1.374999999999999778e+00,1.857142857142857206e-01
1.374999999999999778e+00,1.999999999999999833e-01
1.374999999999999778e+00,2.142857142857142738e-01
1.374999999999999778e+00,2.285714285714285365e-01
1.374999999999999778e+00,2.428571428571428548e-01
1.374999999999999778e+00,2.571428571428571175e-01
1.374999999999999778e+00,2.714285714285714080e-01
1.374999999999999778e+00,2.857142857142856984e-01
1.374999999999999778e+00,2.999999999999999889e-01
nan,nan
1.374999999999999778e+00,2.999999999999999889e-01
1.382692307692307443e+00,2.884615384615384359e-01
1.390384615384615330e+00,2.769230769230769384e-01
1.398076923076922773e+00,2.653846153846153855e-01
1.405769230769230660e+00,2.538461538461538325e-01
1.413461538461538325e+00,2.423076923076923073e-01
1.421153846153845990e+00,2.307692307692307820e-01
1.428846153846153877e+00,2.192307692307692568e-01
1.436538461538461320e+00,2.076923076923076761e-01
1.444230769230768985e+00,1.961538461538461509e-01
1.451923076923076872e+00,1.846153846153846256e-01
1.459615384615384537e+00,1.730769230769230449e-01
1.467307692307692424e+00,1.615384615384615474e-01
1.474999999999999867e+00,1.499999999999999944e-01
1.482692307692307754e+00,1.384615384615384692e-01
1.490384615384615197e+00,1.269230769230769440e-01
1.498076923076923084e+00,1.153846153846153633e-01
1.505769230769230527e+00,1.038461538461538380e-01
1.513461538461538414e+00,9.230769230769231282e-02
1.521153846153846079e+00,8.076923076923074596e-02
1.528846153846153744e+00,6.923076923076922073e-02
1.536538461538461409e+00,5.769230769230771633e-02
1.544230769230769296e+00,4.615384615384612171e-02
1.551923076923076961e+00,3.461538461538462425e-02
1.559615384615384626e+00,2.307692307692309555e-02
1.567307692307692291e+00,1.153846153846153043e-02
1.574999999999999956e+00,0.000000000000000000e+00
nan,nan
1.574999999999999956e+00,0.000000000000000000e+00
1.574999999999999734e+00,1.428571428571428353e-02
1.574999999999999956e+00,2.857142857142856707e-02
1.574999999999999956e+00,4.285714285714286448e-02
1.574999999999999956e+00,5.714285714285713413e-02
1.574999999999999956e+00,7.142857142857142461e-02
1.574999999999999734e+00,8.571428571428572896e-02
1.574999999999999956e+00,9.999999999999999167e-02
1.574999999999999956e+00,1.142857142857142683e-01
1.574999999999999734e+00,1.285714285714285587e-01
1.574999999999999956e+00,1.428571428571428492e-01
1.574999999999999956e+00,1.571428571428571397e-01
1.574999999999999956e+00,1.714285714285714579e-01
1.574999999999999956e+00,1.857142857142857206e-01
1.574999999999999734e+00,1.999999999999999833e-01
1.574999999999999956e+00,2.142857142857142738e-01
1.574999999999999956e+00,2.285714285714285365e-01
1.574999999999999956e+00,2.428571428571428548e-01
1.574999999999999956e+00,2.571428571428571175e-01
1.574999999999999956e+00,2.714285714285714080e-01
1.574999999999999956e+00,2.857142857142856984e-01
1.574999999999999956e+00,2.999999999999999889e-01
